event_id_cnty,day,month,year,event_date,fatalities,disorder_type,event_type,sub_event_type,actor1,inter1,actor2,inter2,interaction,civilian_targeting,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,time_precision
NIR30794,22,April,2024,22-04-2024,3,Political violence,Battles,Armed clash,Islamic State (Sahel),2,Military Forces of Niger (2023-),1,12,,Western Africa,Niger,Tillaberi,Tera,Gorouol,Wanzerbe,14.7428,0.3628,1,Radio Television du Niger (RTN),Other,"On 22 April 2024, IS Sahel militants attacked a military post in Wanzerbe (Tera, Tillaberi). The soldiers repelled the attack, and the militants accidentally triggered an IED in their escape that they themselves had placed to trap Niger forces in the event of pursuit. There were one soldier injured, several militants killed and communication equipment abandoned. Unspecified number of militants fatalities coded as 3.",1
NIR30803,22,April,2024,22-04-2024,4,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Military Forces of Niger (2023-),1,12,,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,2,Undisclosed Source,Local partner-Other,"On 22 April 2024, ISWAP militants clashed with Niger military at the agricultural site of the National Office for Hydraulic-Agricultural Developments (ONAHA), located south of Diffa (Diffa, Diffa). There were 1 military killed and multiple militants killed. Unspecified number of militants fatalities coded as 3.",1
NIR30793,20,April,2024,20-04-2024,6,Political violence,Battles,Armed clash,Islamic State (Sahel),2,Military Forces of Niger (2023-),1,12,,Western Africa,Niger,Tillaberi,Filingue,Filingue,Touloun Damissa,14.3042,3.0839,1,Radio Television du Niger (RTN); Undisclosed Source,Local partner-Other,"On 20 April 2024, IS Sahel militants clashed with Niger army in Touloun Damissa (Filingue, Tillaberi). In a statement, Niger government claimed there were six soldiers killed, two others injured, and a vehicle destroyed.",1
NIR30799,20,April,2024,20-04-2024,0,Demonstrations,Protests,Peaceful protest,Protesters (Niger),6,,0,60,,Western Africa,Niger,Tahoua,Ville de Tahoua,Tahoua II,Tahoua,14.89,5.27,1,ANP (Niger),National,"On 20 April 2024, the regional committee for National Movement for the Safeguarding of the Homeland (MNSP) staged a demonstration in Tahoua (Ville de Tahoua, Tahoua). The protesters called for the unconditional and immediate departure of American soldiers in Niger.",1
NIR30800,20,April,2024,20-04-2024,0,Demonstrations,Protests,Peaceful protest,Protesters (Niger),6,,0,60,,Western Africa,Niger,Maradi,Ville de Maradi,Maradi II,Maradi,13.5,7.1017,1,Le Souffle de Maradi,New media,"On 20 April 2024, the regional collective of the civil society organizations staged a demonstration in Maradi (Ville de Maradi, Maradi). The protesters called for the unconditional and immediate departure of American soldiers in Niger.",1
NIR30801,20,April,2024,20-04-2024,0,Demonstrations,Protests,Peaceful protest,Protesters (Niger),6,,0,60,,Western Africa,Niger,Agadez,Tchirozerine,Agadez,Agadez,16.97,7.99,1,Actu (Niger),National,"On 20 April 2024, residents staged a demonstration in Agadez (Ville de Niamey, Niamey). The protesters called for the unconditional and immediate departure of American soldiers in Niger.",1
NIR30802,20,April,2024,20-04-2024,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Tillaberi,Filingue,Tondikandia,Fandou Mayaki,13.8965,2.8919,1,Undisclosed Source,Local partner-Other,"Looting: On 20 April 2024, an unidentified armed group attacked and stole money from money transfer agencies in Fandou Mayaki (Filingue, Tillaberi).",1
NIR30792,19,April,2024,19-04-2024,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Ouallam,Simiri,Samari Koira,14.027,2.3966,1,Undisclosed Source,Local partner-Other,"Property destruction: On 19 April 2024, likely IS Sahel militants set 4 houses and 4 sheds on fire after an incursion in the village of Samari Koira (Ouallam, Tillaberi).",1
NIR30773,18,April,2024,18-04-2024,3,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,2,Military Forces of Niger (2023-),1,12,,Western Africa,Niger,Tillaberi,Gotheye,Gotheye,Mine de Samira,13.4087,1.2367,1,Twitter,New media,"On 18 April 2024, JNIM claimed to have targeted a Nigerien army vehicle with an IED in Mine de Samira (Gotheye, Tillaberi). The vehicle was destroyed and those inside killed, the statement claimed. Casualties unknown.",1
NIR30790,17,April,2024,17-04-2024,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Abala,Abala,Jakassa,15.0505,3.393,1,Undisclosed Source,Local partner-Other,"On 17 April 2024, IS Sahel militants abducted two breeders after extorting their livestock as a tax in the village of Jakassa (Abala, Tillaberi). The militants forced the two breeders to guide the stolen livestock to an unknown destination.",1
NIR30791,17,April,2024,17-04-2024,0,Strategic developments,Strategic developments,Other,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Tillaberi,Dessa,Sanguile,14.6317,0.9734,1,Undisclosed Source,Local partner-Other,"Other: On 17 April 2024, IS Sahel militants carried out intimidation shots against the inhabitants who had refused to comply following a cattle theft in the village of Sanguile (Tillaberi, Tillaberi). There was one civilian injured. The militants withdrew when they saw a military patrol. The military launched a pursuit in vain.",1
NIR30786,16,April,2024,16-04-2024,1,Political violence,Riots,Mob violence,Rioters (Niger),5,Unidentified Armed Group (Niger),3,35,,Western Africa,Niger,Tillaberi,Ouallam,Tondikiwindi,Mangaize,14.6806,1.9508,1,Undisclosed Source,Local partner-Other,"On 16 April 2024, villagers fought with three unidentified assailants who had attempted to steal livestock in the village of Mangaize (Ouallam, Tillaberi). The results of this confrontation indicated that one criminal was killed, another captured and handed over to the authorities, while the third managed to escape.",1
NIR30772,15,April,2024,15-04-2024,13,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Tera,Kokorou,Diblo,14.2096,0.7848,1,Actu (Niger),National,"On 15 April 2024, likely IS Sahel militants attacked the village of Diblo (Tera, Tillaberi). There were 13 civilians killed and others injured.",1
NIR30780,15,April,2024,15-04-2024,5,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,2,Military Forces of Niger (2023-),1,12,,Western Africa,Niger,Tillaberi,Gotheye,Gotheye,Mine de Samira,13.4087,1.2367,2,Actu (Niger); Twitter,New media-National,"On 15 April 2024, a vehicle of the Nigerien army hit an IED likely planted by JNIM militants in the area of Samira [Mine de Samira] (Gotheye, Tillaberi). There were at least 5 soldiers killed and others injured. JNIM militants claimed responsibility for the attack in a statement.",1
NIR30789,15,April,2024,15-04-2024,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Bankilare,Bankilare,Ingari I,14.5478,0.6671,1,Undisclosed Source,Local partner-Other,"On 15 April 2024, IS Sahel militants killed a civilian during an incursion in the village of Ingari [Ingari I] (Bankilare, Tillaberi). The reason of the attack was unknown.",1
NIR30795,15,April,2024,15-04-2024,0,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Gotheye,Dargol,Dina,13.8639,1.2346,1,Undisclosed Source,Local partner-Other,"Property destruction: On 15 April 2024, JNIM militants set some classrooms of a primary school on fire in the village of Dina (Gotheye, Tillaberi) during an incursion. Before withdrawing, the militants stole food from the school canteen.",1
NIR30781,14,April,2024,14-04-2024,0,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Tera,Kokorou,Moma Doungouro,14.3442,0.7775,1,Actu (Niger),National,"On 14 April 2024, likely IS Sahel militants attacked several villages and hamlets including Moma Doungouro and Moma Boungou (Tera, Tillaberi). Casualties unknown.",1
NIR30782,14,April,2024,14-04-2024,0,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Tera,Kokorou,Moma Boungou,14.3345,0.7918,1,Actu (Niger),National,"On 14 April 2024, likely IS Sahel militants attacked several villages and hamlets including Moma Boungou and Moma Doungouro (Tera, Tillaberi). Casualties unknown.",1
NIR30785,13,April,2024,13-04-2024,0,Demonstrations,Protests,Peaceful protest,Protesters (Niger),6,,0,60,,Western Africa,Niger,Niamey,Ville de Niamey,Niamey III,Niamey,13.52,2.12,1,Aniamey,National,"On 13 April 2024, thousands of residents staged a demonstration in Niamey (Ville de Niamey, Niamey). The organizer, the Synergy of Civil Society Organizations, demanded the immediate departure of American troops based in Niger.",1
NIR30783,12,April,2024,12-04-2024,0,Strategic developments,Strategic developments,Agreement,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Military Forces of Niger (2023-),1,12,,Western Africa,Niger,Diffa,Bosso,Bosso,Bosso,13.6987,13.3095,1,Radio Television du Niger (RTN),Other,"Around 12 April 2024 (between 11 - 13 April), two Boko Haram (JAS) militants surrendered to authorities in Bosso (Bosso, Diffa).",2
NIR30784,12,April,2024,12-04-2024,0,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Niger (2023-),1,Islamic State (West Africa),2,12,,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,1,Radio Television du Niger (RTN),Other,"Defusal: Around 12 April 2024 (between 11 - 13 April), military forces defused 1 IED likely planted by ISWAP militants near a police station in Diffa (Diffa, Diffa).",2
NIR30771,12,April,2024,12-04-2024,1,Political violence,Violence against civilians,Attack,Military Forces of Niger (2023-),1,Civilians (Niger),7,17,Civilian targeting,Western Africa,Niger,Diffa,N'Guigmi,N'Guigmi,Baroua Gana,13.8986,13.1544,1,Jeunesse Diffa,New media,"On 12 April 2024, a military shot and killed a young person in the village of Baroua [Baroua Gana] (N'Guigmi, Diffa). The reason of the killing is unknown.",1
NIR30758,10,April,2024,10-04-2024,0,Strategic developments,Strategic developments,Change to group/activity,Africa Corps,8,Military Forces of Niger (2023-),1,18,,Western Africa,Niger,Niamey,Ville de Niamey,Niamey III,Niamey,13.52,2.12,1,RFI,International,"Movement of forces: On 10 April 2024, around a hundred Russian military instructors from the 'Africa Corps' arrived in the capital of Niamey (Ville de Niamey, Niamey). The arrival of these instructors follows an agreement between the ruling junta in Niger and Russian President Vladimir Putin to strengthen bilateral cooperation, according to Niger state television.",1
NIR30779,10,April,2024,10-04-2024,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Tahoua,Birni N'Konni,Tsernaoua,Karkou,13.9333,5.3333,1,Undisclosed Source,Local partner-Other,"Looting: On 10 April 2024, an unidentified armed group stole livestock belonging to a shepherd after firing warning shots in the village of Karkou (Birni N'Konni, Tahoua). There were no casualties.",1
NIR30775,9,April,2024,09-04-2024,0,Strategic developments,Strategic developments,Other,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Abala,Abala,Tinigamat Tabotaikit,15.0919,3.5856,1,Undisclosed Source,Local partner-Other,"Other: On 9 April 2024, IS Sahel militants prohibited pepople from celebrating Eid El Fitr (Ramadan festival) in the village of Tinigamat Tabotaikit (Abala, Tillaberi). They threatened villagers with reprisals if they disobeyed.",1
NIR30776,9,April,2024,09-04-2024,0,Strategic developments,Strategic developments,Other,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Abala,Abala,Tiguezefan Issa,15.2309,3.313,1,Undisclosed Source,Local partner-Other,"Other: On 9 April 2024, IS Sahel militants threatened the inhabitants over their intention to celebrate Eid el Fitr (Ramadan festival) in Tiguezefan Issa (Abala, Tillaberi). They threatened villagers with reprisals if they disobeyed.",1
NIR30778,9,April,2024,09-04-2024,0,Political violence,Battles,Armed clash,Military Forces of Niger (2023-),1,Islamic State (Sahel),2,12,,Western Africa,Niger,Tahoua,Tillia,Tillia,Telemces,15.6229,4.7799,1,Undisclosed Source,Local partner-Other,"On 9 April 2024, Niger military clashed with an IS Sahel militant in the village of Telemces (Tillia, Tohoua). The militant seized the opportunity to steal three weapons from a military checkpoint during soldiers' prayer time which led to the clash. The military conducted a search of the area without success. Casualty unknown.",1
NIR30769,8,April,2024,08-04-2024,10,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Niger (2023-),1,Islamic State (Sahel),2,12,,Western Africa,Niger,Tillaberi,Ouallam,Tondikiwindi,Tin Gara,14.9564,1.5003,2,Actu (Niger),National,"On 8 April 2024, Niger military forces carried out an airstrike against likely IS Sahel militants in the area of Tin Gara (Ouallam, Tillaberi). In a government statement, officials blamed militants for the deaths of six soldiers in a prior IED attack. There were at least ten militants killed and their site destroyed.",1
NIR30770,8,April,2024,08-04-2024,6,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (Sahel),2,Military Forces of Niger (2023-),1,12,,Western Africa,Niger,Tillaberi,Ouallam,Tondikiwindi,Tin Gara,14.9564,1.5003,2,Actu (Niger),National,"On 8 April 2024, an IED likely planted by IS Sahel militants exploded during the passage of a military vehicle near the village of Tin Gara (Ouallam, Tillaberi). Six soldiers were killed, several others injured, including two seriously, and their vehicle destroyed.",1
NIR30777,8,April,2024,08-04-2024,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tahoua,Tillia,Tillia,Tankademi,15.75,3.9,1,Undisclosed Source,Local partner-Other,"Looting: On 8 April 2024, IS Sahel militants extorted 35 heads of small ruminants as a tax from villagers in Tankademi (Tillia, Tahoua).",1
NIR30774,8,April,2024,08-04-2024,0,Strategic developments,Strategic developments,Agreement,Islamic State (West Africa) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Military Forces of Niger (2023-),1,12,,Western Africa,Niger,Diffa,Bosso,Toumour,Toumour,13.6669,13.1198,1,Undisclosed Source,Local partner-Other,"On 8 April 2024, two likely ISWAP militants surrendered to authorities in Toumour (Bosso, Diffa).",1
NIR30768,6,April,2024,06-04-2024,1,Political violence,Violence against civilians,Attack,Islamic State (West Africa),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Chetimari,Bagara,13.6351,12.4452,1,Undisclosed Source,Local partner-Other,"On 6 April 2024, overnight ISWAP militants killed a man and abducted a woman in the village of Bagara (Diffa, Diffa). The victim was a former ISWAP militant who left the militant group, and the woman, supposedly a wife of an Emir, escaped with him.",1
NIR30742,5,April,2024,05-04-2024,1,Political violence,Violence against civilians,Attack,Islamic State (West Africa),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Chetimari,Chetimari,13.1853,12.4239,2,Nashir; Twitter,New media,"On 5 April 2024, ISWAP militants seized the vehicle of an NGO and killed its driver near Chetimari (Diffa, Diffa), along the Diffa - Maine Soroa road. ISWAP claimed responsibility and said to have targeted a 'Red Cross' vehicle with machine guns and killed two persons, according to the statement.",1
